R0, 0      , #  AKT2_[PI]_i+_PI_[PH]
R1, 0      , #  AKT2_[PI]_i-_PI_[PH]
R2, 0      , #  AKT2_p+_TSC2_[(Ser1130)]
R3, 0      , #  AKT2_p+_TSC2_[(Ser939)]
R4, 0      , #  AKT2_p+_TSC2_[(Ser981)]
R5, 0      , #  AKT2_p+_TSC2_[(Thr1462)]
R6, 0      , #  GTP_gef_RHEB_[(G)]
R7, 0      , #  IRS_[pY]_ppi+_PI3K_[SH2]
R8, 0      , #  IRS_[pY]_ppi-_PI3K_[SH2]
R9, 0      , #  PDK1_p+_AKT2_[(T309)]
R10, 0      , #  PI3K_p+_PI_[(3)]
R11, 0      , #  RHEB_[switch1DSYDPTIEN]_ppi+_mTOR_[FATfα2fα3]
R12, 0      , #  RHEB_[switch1DSYDPTIEN]_ppi+_mTOR_[Mheatmα2mα3mα4]
R13, 0      , #  RHEB_[switch1DSYDPTIEN]_ppi-_mTOR_[FATfα2fα3]
R14, 0      , #  RHEB_[switch1DSYDPTIEN]_ppi-_mTOR_[Mheatmα2mα3mα4]
R15, 0      , #  RHEB_[switch2GQDEYSIFPQTYSIDIN]_ppi+_mTOR_[Nheatnα3tonα7]
R16, 0      , #  RHEB_[switch2GQDEYSIFPQTYSIDIN]_ppi-_mTOR_[Nheatnα3tonα7]
R17, 0      , #  RTK_p+_IRS_[(RTK)]
R18, 0      , #  RTK_p-_IRS_[(RTK)]
R19, 0      , #  TSC1_[Cterminus]_ppi+_TSC2_[Nterminus]
R20, 0      , #  TSC1_[Cterminus]_ppi-_TSC2_[Nterminus]
R21, 0      , #  TSC2_gap_RHEB_[(G)]
R22, 0      , #  [Output]
R23, 0      , #  eIF4E_[A001]_ppi+_EIF4EBP1_[A001]
R24, 0      , #  eIF4E_[A001]_ppi-_EIF4EBP1_[A001]
R25, 0      , #  mTORC1_p+_EIF4EBP1_[(Ser65)]
R26, 0      , #  mTORC1_p+_EIF4EBP1_[(Thr37)]
R27, 0      , #  mTORC1_p+_EIF4EBP1_[(Thr46)]
R28, 0      , #  mTORC1_p+_EIF4EBP1_[(Thr70)]
R29, 0      , #  mTORC2_p+_AKT2_[(S474)]
R30, 0      , #  mTOR_[Raptor]_ppi+_Raptor_[mTOR]
R31, 0      , #  mitogen_[EGFR]_ppi+_EGFR_[mitogen]
R32, 0      , #  mitogen_[EGFR]_ppi-_EGFR_[mitogen]
R33, 0      , #  nk_p-_TSC2_[(Ser1130)]
R34, 0      , #  nk_p-_TSC2_[(Ser939)]
R35, 0      , #  nk_p-_TSC2_[(Ser981)]
R36, 0      , #  nk_p-_TSC2_[(Thr1462)]
R37, 0      , #  nn_p-_AKT2_[(S474)]
R38, 0      , #  nn_p-_AKT2_[(T309)]
R39, 0      , #  uk_p-_EIF4EBP1_[(Ser65)]
R40, 0      , #  uk_p-_EIF4EBP1_[(Thr37)]
R41, 0      , #  uk_p-_EIF4EBP1_[(Thr46)]
R42, 0      , #  uk_p-_EIF4EBP1_[(Thr70)]
R43, 0      , #  unk_p-_PI_[(3)]
R44, 0      , #  unk_p-_PI_[(4)]
R45, 0      , #  unk_p-_PI_[(5)]
R46, 0      , #  unknown1_p+_PI_[(4)]
R47, 0      , #  unknown2_p+_PI_[(5)]
S0, 1      , #  AKT2_[(S474)]-{0}
S1, 0      , #  AKT2_[(S474)]-{p}
S2, 1      , #  AKT2_[(T309)]-{0}
S3, 0      , #  AKT2_[(T309)]-{p}
S4, 1      , #  AKT2_[PI]--0
S5, 0      , #  AKT2_[PI]--PI_[PH]
S6, 1      , #  EGFR_[mitogen]--0
S7, 0      , #  EGFR_[mitogen]--mitogen_[EGFR]
S8, 1      , #  EIF4EBP1_[(Ser65)]-{0}
S9, 0      , #  EIF4EBP1_[(Ser65)]-{p}
S10, 1      , #  EIF4EBP1_[(Thr37)]-{0}
S11, 0      , #  EIF4EBP1_[(Thr37)]-{p}
S12, 1      , #  EIF4EBP1_[(Thr46)]-{0}
S13, 0      , #  EIF4EBP1_[(Thr46)]-{p}
S14, 1      , #  EIF4EBP1_[(Thr70)]-{0}
S15, 0      , #  EIF4EBP1_[(Thr70)]-{p}
S16, 1      , #  EIF4EBP1_[A001]--0
S17, 0      , #  EIF4EBP1_[A001]--eIF4E_[A001]
S18, 1      , #  GTP
S19, 1      , #  IRS_[(RTK)]-{0}
S20, 0      , #  IRS_[(RTK)]-{p}
S21, 1      , #  IRS_[pY]--0
S22, 0      , #  IRS_[pY]--PI3K_[SH2]
S23, 1      , #  PDK1
S24, 1      , #  PI3K_[SH2]--0
S25, 1      , #  PI_[(3)]-{0}
S26, 0      , #  PI_[(3)]-{p}
S27, 1      , #  PI_[(4)]-{0}
S28, 0      , #  PI_[(4)]-{p}
S29, 1      , #  PI_[(5)]-{0}
S30, 0      , #  PI_[(5)]-{p}
S31, 1      , #  PI_[PH]--0
S32, 1      , #  RHEB_[(G)]-{0}
S33, 0      , #  RHEB_[(G)]-{gtp}
S34, 1      , #  RHEB_[switch1DSYDPTIEN]--0
S35, 0      , #  RHEB_[switch1DSYDPTIEN]--mTOR_[FATfα2fα3]
S36, 0      , #  RHEB_[switch1DSYDPTIEN]--mTOR_[Mheatmα2mα3mα4]
S37, 1      , #  RHEB_[switch2GQDEYSIFPQTYSIDIN]--0
S38, 0      , #  RHEB_[switch2GQDEYSIFPQTYSIDIN]--mTOR_[Nheatnα3tonα7]
S39, 1      , #  RTK
S40, 1      , #  Raptor_[mTOR]--0
S41, 0      , #  Raptor_[mTOR]--mTOR_[Raptor]
S42, 1      , #  TSC1_[Cterminus]--0
S43, 0      , #  TSC1_[Cterminus]--TSC2_[Nterminus]
S44, 1      , #  TSC2_[(Ser1130)]-{0}
S45, 0      , #  TSC2_[(Ser1130)]-{p}
S46, 1      , #  TSC2_[(Ser939)]-{0}
S47, 0      , #  TSC2_[(Ser939)]-{p}
S48, 1      , #  TSC2_[(Ser981)]-{0}
S49, 0      , #  TSC2_[(Ser981)]-{p}
S50, 1      , #  TSC2_[(Thr1462)]-{0}
S51, 0      , #  TSC2_[(Thr1462)]-{p}
S52, 1      , #  TSC2_[Nterminus]--0
S53, 0      , #  [EGFR]
S54, 0      , #  [Raptor]
S55, 0      , #  [activatedEGFR]
S56, 0      , #  [activatedPI3K]
S57, 0      , #  [mTORC1]
S58, 0      , #  [mTOR]
S59, 0      , #  [mitogen]
S60, 1      , #  eIF4E_[A001]--0
S61, 1      , #  mTORC1
S62, 1      , #  mTORC2
S63, 1      , #  mTOR_[FATfα2fα3]--0
S64, 1      , #  mTOR_[Mheatmα2mα3mα4]--0
S65, 1      , #  mTOR_[Nheatnα3tonα7]--0
S66, 1      , #  mTOR_[Raptor]--0
S67, 1      , #  mitogen_[EGFR]--0
S68, 1      , #  nk
S69, 1      , #  nn
S70, 1      , #  uk
S71, 1      , #  unk
S72, 1      , #  unknown1
S73, 1      , #  unknown2
